id,harvest_time,station_id,available_bike_stands,bike_stands,available_bikes,banking,bonus,last_update,status,address,name,latitude,longitude
67757318,2023-12-03T14:55:03,42,20,30,10,False,False,2023-12-03T14:53:17,OPEN,Smithfield North,SMITHFIELD NORTH,53.3496,-6.2782
67757330,2023-12-03T14:55:03,43,19,30,11,False,False,2023-12-03T14:54:34,OPEN,Portobello Road,PORTOBELLO ROAD,53.3301,-6.26804
67757417,2023-12-03T14:55:03,44,27,30,3,False,False,2023-12-03T14:45:38,OPEN,Upper Sherrard Street,UPPER SHERRARD STREET,53.3584,-6.26064
67757345,2023-12-03T14:55:03,45,1,30,29,False,False,2023-12-03T14:47:22,OPEN,Deverell Place,DEVERELL PLACE,53.3515,-6.25527
67757375,2023-12-03T14:55:03,47,32,40,8,False,False,2023-12-03T14:53:02,OPEN,Herbert Street,HERBERT STREET,53.3357,-6.24551
67757328,2023-12-03T14:55:03,48,39,40,1,False,False,2023-12-03T14:54:13,OPEN,Excise Walk,EXCISE WALK,53.3478,-6.24424
67757363,2023-12-03T14:55:03,49,39,40,1,False,False,2023-12-03T14:51:55,OPEN,Guild Street,GUILD STREET,53.3479,-6.24093
67757396,2023-12-03T14:55:03,50,40,40,0,False,False,2023-12-03T14:46:32,OPEN,George's Lane,GEORGES LANE,53.3502,-6.2797
67757387,2023-12-03T14:55:03,51,31,40,9,False,False,2023-12-03T14:52:19,OPEN,York Street West,YORK STREET WEST,53.3393,-6.2647
67757327,2023-12-03T14:55:03,52,4,32,28,False,False,2023-12-03T14:54:18,OPEN,York Street East,YORK STREET EAST,53.3388,-6.262
67757369,2023-12-03T14:55:03,53,38,40,2,False,False,2023-12-03T14:53:54,OPEN,Newman House,NEWMAN HOUSE,53.3371,-6.26059
67757320,2023-12-03T14:55:03,54,30,33,3,False,False,2023-12-03T14:46:48,OPEN,Clonmel Street,CLONMEL STREET,53.336,-6.26298
67757355,2023-12-03T14:55:03,55,35,36,1,False,False,2023-12-03T14:45:24,OPEN,Hatch Street,HATCH STREET,53.334,-6.26071
67757323,2023-12-03T14:55:03,56,22,40,18,False,False,2023-12-03T14:52:23,OPEN,Mount Street Lower,MOUNT STREET LOWER,53.338,-6.24153
67757419,2023-12-03T14:55:03,57,3,23,20,False,False,2023-12-03T14:53:02,OPEN,Grattan Street,GRATTAN STREET,53.3396,-6.24378
67757370,2023-12-03T14:55:03,58,19,40,21,False,False,2023-12-03T14:54:25,OPEN,Sir Patrick's Dun,SIR PATRICK DUN'S,53.3392,-6.24064
67757389,2023-12-03T14:55:03,59,20,20,0,False,False,2023-12-03T14:45:00,OPEN,Denmark Street Great,DENMARK STREET GREAT,53.3556,-6.2614
67757366,2023-12-03T14:55:03,60,25,30,5,False,False,2023-12-03T14:49:54,OPEN,North Circular Road,NORTH CIRCULAR ROAD,53.3596,-6.26035
67757359,2023-12-03T14:55:03,61,12,25,13,False,False,2023-12-03T14:51:48,OPEN,Hardwicke Place,HARDWICKE PLACE,53.357,-6.26323
67757356,2023-12-03T14:55:03,62,29,40,11,False,False,2023-12-03T14:53:08,OPEN,Lime Street,LIME STREET,53.346,-6.24358
67757348,2023-12-03T14:55:03,63,12,35,23,False,False,2023-12-03T14:53:55,OPEN,Fenian Street,FENIAN STREET,53.3414,-6.24672
67757412,2023-12-03T14:55:03,64,16,40,24,False,False,2023-12-03T14:52:30,OPEN,Sandwith Street,SANDWITH STREET,53.3452,-6.24716
67757405,2023-12-03T14:55:03,65,40,40,0,True,False,2023-12-03T14:45:37,OPEN,Convention Centre,CONVENTION CENTRE,53.3474,-6.23852
67757371,2023-12-03T14:55:03,66,40,40,0,False,False,2023-12-03T14:52:21,OPEN,New Central Bank,NEW CENTRAL BANK,53.3471,-6.23475
67757353,2023-12-03T14:55:03,67,38,40,2,False,False,2023-12-03T14:52:49,OPEN,The Point,THE POINT,53.3469,-6.23085
67757338,2023-12-03T14:55:03,68,34,40,6,False,False,2023-12-03T14:54:16,OPEN,Hanover Quay,HANOVER QUAY,53.3441,-6.23715
67757385,2023-12-03T14:55:03,69,31,40,9,False,False,2023-12-03T14:50:09,OPEN,Grand Canal Dock,GRAND CANAL DOCK,53.3426,-6.2387
67757383,2023-12-03T14:55:03,71,16,40,24,False,False,2023-12-03T14:52:42,OPEN,Kevin Street,KEVIN STREET,53.3378,-6.2677
67757347,2023-12-03T14:55:03,72,27,31,4,False,False,2023-12-03T14:52:45,OPEN,John Street West,JOHN STREET WEST,53.3431,-6.27717
67757361,2023-12-03T14:55:03,73,17,30,13,False,False,2023-12-03T14:53:58,OPEN,Francis Street,FRANCIS STREET,53.3421,-6.27523
67757339,2023-12-03T14:55:03,74,26,30,4,False,False,2023-12-03T14:45:39,OPEN,Oliver Bond Street,OLIVER BOND STREET,53.3439,-6.28053
67757402,2023-12-03T14:55:03,75,39,40,1,False,False,2023-12-03T14:45:51,OPEN,James Street,JAMES STREET,53.3435,-6.28741
67757382,2023-12-03T14:55:03,76,38,38,0,False,False,2023-12-03T14:52:40,OPEN,Market Street South,MARKET STREET SOUTH,53.3423,-6.28766
67757360,2023-12-03T14:55:03,77,0,29,29,False,False,2023-12-03T14:53:05,OPEN,Wolfe Tone Street,WOLFE TONE STREET,53.3489,-6.26746
67757400,2023-12-03T14:55:03,78,31,40,9,False,False,2023-12-03T14:54:09,OPEN,Mater Hospital,MATER HOSPITAL,53.36,-6.26483
67757384,2023-12-03T14:55:03,79,18,27,9,False,False,2023-12-03T14:44:50,OPEN,Eccles Street East,ECCLES STREET EAST,53.3581,-6.2656
67757420,2023-12-03T14:55:03,80,38,40,2,False,False,2023-12-03T14:52:09,OPEN,St James Hospital (Luas),ST JAMES HOSPITAL (LUAS),53.3414,-6.29295
67757381,2023-12-03T14:55:03,82,22,22,0,False,False,2023-12-03T14:52:41,OPEN,Mount Brown,MOUNT BROWN,53.3416,-6.29719
67757428,2023-12-03T14:55:03,83,17,40,13,False,False,2023-12-03T14:53:59,OPEN,Emmet Road,EMMET ROAD,53.3407,-6.30819
67757341,2023-12-03T14:55:03,84,30,30,0,False,False,2023-12-03T14:44:51,OPEN,Brookfield Road,BROOKFIELD ROAD,53.339,-6.30022
67757414,2023-12-03T14:55:03,85,35,35,0,False,False,2023-12-03T14:48:06,OPEN,Rothe Abbey,ROTHE ABBEY,53.3388,-6.30395
67757407,2023-12-03T14:55:03,86,1,38,37,False,False,2023-12-03T14:52:29,OPEN,Parkgate Street,PARKGATE STREET,53.348,-6.2918
67757340,2023-12-03T14:55:03,87,32,38,6,False,False,2023-12-03T14:53:11,OPEN,Collins Barracks Museum,COLLINS BARRACKS MUSEUM,53.3475,-6.28525
67757431,2023-12-03T14:55:03,88,24,30,6,False,False,2023-12-03T14:53:52,OPEN,Blackhall Place,BLACKHALL PLACE,53.3488,-6.28164
67757418,2023-12-03T14:55:03,89,38,40,1,False,False,2023-12-03T14:45:16,OPEN,Fitzwilliam Square East,FITZWILLIAM SQUARE EAST,53.3352,-6.2509
67757342,2023-12-03T14:55:03,90,30,40,10,False,False,2023-12-03T14:48:46,OPEN,Benson Street,BENSON STREET,53.3442,-6.23345
67757350,2023-12-03T14:55:03,91,8,30,22,False,False,2023-12-03T14:52:25,OPEN,South Dock Road,SOUTH DOCK ROAD,53.3418,-6.23129
67757429,2023-12-03T14:55:03,92,3,40,37,False,False,2023-12-03T14:46:01,OPEN,Heuston Bridge (North),HEUSTON BRIDGE (NORTH),53.3478,-6.29243
67757394,2023-12-03T14:55:03,93,1,40,39,False,False,2023-12-03T14:53:56,OPEN,Heuston Station (Central),HEUSTON STATION (CENTRAL),53.3466,-6.29692
67757391,2023-12-03T14:55:03,94,2,40,38,False,False,2023-12-03T14:54:35,OPEN,Heuston Station (Car Park),HEUSTON STATION (CAR PARK),53.347,-6.2978
67757390,2023-12-03T14:55:03,95,40,40,0,False,False,2023-12-03T14:46:09,OPEN,Royal Hospital,ROYAL HOSPITAL,53.3439,-6.29706
67757380,2023-12-03T14:55:03,96,30,30,0,False,False,2023-12-03T14:51:41,OPEN,Kilmainham Lane,KILMAINHAM LANE,53.3418,-6.30509
67757358,2023-12-03T14:55:03,97,38,40,2,False,False,2023-12-03T14:53:04,OPEN,Kilmainham Gaol,KILMAINHAM GAOL,53.3421,-6.31002
67757332,2023-12-03T14:55:03,98,0,40,40,False,False,2023-12-03T14:46:15,OPEN,Frederick Street South,FREDERICK STREET SOUTH,53.3415,-6.25685
67757351,2023-12-03T14:55:03,99,17,30,13,False,False,2023-12-03T14:44:52,OPEN,City Quay,CITY QUAY,53.3466,-6.24615
67757410,2023-12-03T14:55:03,100,5,25,20,False,False,2023-12-03T14:54:07,OPEN,Heuston Bridge (South),HEUSTON BRIDGE (SOUTH),53.3471,-6.29204
67757373,2023-12-03T14:55:03,101,28,30,2,False,False,2023-12-03T14:52:11,OPEN,King Street North,KING STREET NORTH,53.3503,-6.27351
67757367,2023-12-03T14:55:03,102,40,40,0,False,False,2023-12-03T14:53:08,OPEN,Western Way,WESTERN WAY,53.3549,-6.26942
67757425,2023-12-03T14:55:03,103,39,40,0,False,False,2023-12-03T14:53:45,OPEN,Grangegorman Lower (South),GRANGEGORMAN LOWER (SOUTH),53.3547,-6.27868
67757372,2023-12-03T14:55:03,104,40,40,0,False,False,2023-12-03T14:44:46,OPEN,Grangegorman Lower (Central),GRANGEGORMAN LOWER (CENTRAL),53.3552,-6.27842
67757392,2023-12-03T14:55:03,105,34,36,2,False,False,2023-12-03T14:45:22,OPEN,Grangegorman Lower (North),GRANGEGORMAN LOWER (NORTH),53.356,-6.27838
67757336,2023-12-03T14:55:03,106,37,40,3,False,False,2023-12-03T14:52:16,OPEN,Rathdown Road,RATHDOWN ROAD,53.3589,-6.28034
67757415,2023-12-03T14:55:03,107,23,40,17,False,False,2023-12-03T14:52:49,OPEN,Charleville Road,CHARLEVILLE ROAD,53.3592,-6.28187
67757321,2023-12-03T14:55:03,108,35,35,0,False,False,2023-12-03T14:53:21,OPEN,Avondale Road,AVONDALE ROAD,53.3594,-6.27614
67757413,2023-12-03T14:55:03,109,11,29,18,False,False,2023-12-03T14:46:05,OPEN,Buckingham Street Lower,BUCKINGHAM STREET LOWER,53.3533,-6.24932
67757397,2023-12-03T14:55:03,110,40,40,0,False,False,2023-12-03T14:45:37,OPEN,Phibsborough Road,PHIBSBOROUGH ROAD,53.3563,-6.27372
67757403,2023-12-03T14:55:03,111,39,40,1,False,False,2023-12-03T14:52:13,OPEN,Mountjoy Square East,MOUNTJOY SQUARE EAST,53.3567,-6.25636
67757337,2023-12-03T14:55:03,112,28,30,2,False,False,2023-12-03T14:54:09,OPEN,North Circular Road (O'Connell's),NORTH CIRCULAR ROAD (O'CONNELL'S),53.3578,-6.25156
67757349,2023-12-03T14:55:03,113,16,40,22,False,False,2023-12-03T14:54:03,OPEN,Merrion Square South,MERRION SQUARE SOUTH,53.3386,-6.24861
67757346,2023-12-03T14:55:03,114,21,40,19,False,False,2023-12-03T14:44:38,OPEN,Wilton Terrace (Park),WILTON TERRACE (PARK),53.3337,-6.24834
67757374,2023-12-03T14:55:03,115,11,30,19,False,False,2023-12-03T14:45:39,OPEN,Killarney Street,KILLARNEY STREET,53.3548,-6.24758
67757354,2023-12-03T14:55:03,116,29,30,1,False,False,2023-12-03T14:52:03,OPEN,Broadstone,BROADSTONE,53.3547,-6.27231
67757376,2023-12-03T14:55:03,117,19,40,21,False,False,2023-12-03T14:52:51,OPEN,Hanover Quay East,HANOVER QUAY EAST,53.3437,-6.23175
67757334,2023-12-03T14:55:03,1,11,31,20,False,False,2023-12-03T14:52:19,OPEN,Clarendon Row,CLARENDON ROW,53.3409,-6.2625
67757401,2023-12-03T14:55:03,2,20,20,0,False,False,2023-12-03T14:53:05,OPEN,Blessington Street,BLESSINGTON STREET,53.3568,-6.26814
67757422,2023-12-03T14:55:03,3,0,20,20,False,False,2023-12-03T14:54:11,OPEN,Bolton Street,BOLTON STREET,53.3512,-6.26986
67757362,2023-12-03T14:55:03,4,0,20,20,False,False,2023-12-03T14:45:04,OPEN,Greek Street,GREEK STREET,53.3469,-6.27298
67757357,2023-12-03T14:55:03,5,31,40,9,False,False,2023-12-03T14:51:02,OPEN,Charlemont Street,CHARLEMONT PLACE,53.3307,-6.26018
67757324,2023-12-03T14:55:03,6,3,20,17,False,False,2023-12-03T14:52:24,OPEN,Christchurch Place,CHRISTCHURCH PLACE,53.3434,-6.27012
67757365,2023-12-03T14:55:03,7,18,29,11,False,False,2023-12-03T14:52:55,OPEN,High Street,HIGH STREET,53.3436,-6.27507
67757377,2023-12-03T14:55:03,8,22,30,8,False,False,2023-12-03T14:54:18,OPEN,Custom House Quay,CUSTOM HOUSE QUAY,53.3479,-6.24805
67757352,2023-12-03T14:55:03,9,0,24,24,False,False,2023-12-03T14:54:38,OPEN,Exchequer Street,EXCHEQUER STREET,53.343,-6.26358
67757409,2023-12-03T14:55:03,10,0,16,16,True,False,2023-12-03T14:45:44,OPEN,Dame Street,DAME STREET,53.344,-6.2668
67757343,2023-12-03T14:55:03,11,29,30,1,False,False,2023-12-03T14:51:52,OPEN,Earlsfort Terrace,EARLSFORT TERRACE,53.3343,-6.2585
67757398,2023-12-03T14:55:03,12,15,20,5,False,False,2023-12-03T14:52:44,OPEN,Eccles Street,ECCLES STREET,53.3592,-6.26978
67757329,2023-12-03T14:55:03,13,23,30,7,False,False,2023-12-03T14:45:08,OPEN,Fitzwilliam Square West,FITZWILLIAM SQUARE WEST,53.3361,-6.25282
67757333,2023-12-03T14:55:03,14,1,30,29,False,False,2023-12-03T14:46:58,OPEN,Fownes Street Upper,FOWNES STREET UPPER,53.3446,-6.26337
67757406,2023-12-03T14:55:03,15,16,16,0,False,False,2023-12-03T14:45:53,OPEN,Hardwicke Street,HARDWICKE STREET,53.3555,-6.26442
67757379,2023-12-03T14:55:03,16,0,20,20,False,False,2023-12-03T14:52:54,OPEN,Georges Quay,GEORGES QUAY,53.3475,-6.25219
67757344,2023-12-03T14:55:03,17,3,20,17,False,False,2023-12-03T14:54:17,OPEN,Golden Lane,GOLDEN LANE,53.3408,-6.26773
67757325,2023-12-03T14:55:03,18,23,30,5,False,False,2023-12-03T14:54:08,OPEN,Grantham Street,GRANTHAM STREET,53.3341,-6.26544
67757364,2023-12-03T14:55:03,19,4,30,26,False,False,2023-12-03T14:52:40,OPEN,Herbert Place,HERBERT PLACE,53.3344,-6.24557
67757322,2023-12-03T14:55:03,20,29,30,1,False,False,2023-12-03T14:45:30,OPEN,James Street East,JAMES STREET EAST,53.3366,-6.24811
67757430,2023-12-03T14:55:03,21,0,30,30,False,False,2023-12-03T14:52:33,OPEN,Leinster Street South,LEINSTER STREET SOUTH,53.3422,-6.25449
67757395,2023-12-03T14:55:03,22,1,20,19,False,False,2023-12-03T14:52:53,OPEN,Townsend Street,TOWNSEND STREET,53.3459,-6.25461
67757335,2023-12-03T14:55:03,23,0,30,30,False,False,2023-12-03T14:54:21,OPEN,Custom House,CUSTOM HOUSE,53.3483,-6.25466
67757411,2023-12-03T14:55:03,24,0,20,20,False,False,2023-12-03T14:45:21,OPEN,Cathal Brugha Street,CATHAL BRUGHA STREET,53.3521,-6.26053
67757386,2023-12-03T14:55:03,25,15,30,15,False,False,2023-12-03T14:45:48,OPEN,Merrion Square East,MERRION SQUARE EAST,53.3394,-6.24655
67757404,2023-12-03T14:55:03,26,4,20,16,True,False,2023-12-03T14:51:58,OPEN,Merrion Square West,MERRION SQUARE WEST,53.3398,-6.25199
67757378,2023-12-03T14:55:03,27,0,20,20,False,False,2023-12-03T14:53:50,OPEN,Molesworth Street,MOLESWORTH STREET,53.3413,-6.25812
67757426,2023-12-03T14:55:03,28,29,30,0,False,False,2023-12-03T14:54:21,OPEN,Mountjoy Square West,MOUNTJOY SQUARE WEST,53.3563,-6.25859
67757424,2023-12-03T14:55:03,29,0,29,29,False,False,2023-12-03T14:46:04,OPEN,Ormond Quay Upper,ORMOND QUAY UPPER,53.3461,-6.268
67757319,2023-12-03T14:55:03,30,15,20,5,False,False,2023-12-03T14:49:48,OPEN,Parnell Square North,PARNELL SQUARE NORTH,53.3535,-6.26531
67757331,2023-12-03T14:55:03,31,0,20,20,False,False,2023-12-03T14:52:14,OPEN,Parnell Street,PARNELL STREET,53.3509,-6.26512
67757326,2023-12-03T14:55:03,32,5,30,25,False,False,2023-12-03T14:53:03,OPEN,Pearse Street,PEARSE STREET,53.3443,-6.25043
67757416,2023-12-03T14:55:03,33,0,23,23,True,False,2023-12-03T14:54:02,OPEN,Princes Street / O'Connell Street,PRINCES STREET / O'CONNELL STREET,53.349,-6.26031
67757399,2023-12-03T14:55:03,34,29,30,1,False,False,2023-12-03T14:54:16,OPEN,Portobello Harbour,PORTOBELLO HARBOUR,53.3304,-6.26516
67757408,2023-12-03T14:55:03,35,27,30,3,False,False,2023-12-03T14:50:50,OPEN,Smithfield,SMITHFIELD,53.3477,-6.27821
67757393,2023-12-03T14:55:03,36,10,40,30,False,False,2023-12-03T14:52:06,OPEN,St. Stephen's Green East,ST. STEPHEN'S GREEN EAST,53.3378,-6.25603
67757388,2023-12-03T14:55:03,37,24,30,6,True,False,2023-12-03T14:52:52,OPEN,St. Stephen's Green South,ST. STEPHEN'S GREEN SOUTH,53.3375,-6.26199
67757368,2023-12-03T14:55:03,38,1,40,39,False,False,2023-12-03T14:47:57,OPEN,Talbot Street,TALBOT STREET,53.351,-6.25294
67757427,2023-12-03T14:55:03,39,10,20,10,False,False,2023-12-03T14:48:42,OPEN,Wilton Terrace,WILTON TERRACE,53.3324,-6.25272
67757423,2023-12-03T14:55:03,40,2,21,19,False,False,2023-12-03T14:53:40,OPEN,Jervis Street,JERVIS STREET,53.3483,-6.26665
67757421,2023-12-03T14:55:03,41,17,20,3,False,False,2023-12-03T14:51:58,OPEN,Harcourt Terrace,HARCOURT TERRACE,53.3328,-6.25794
67757318,2023-12-03T14:55:03,42,20,30,10,False,False,2023-12-03T14:53:17,OPEN,Smithfield North,SMITHFIELD NORTH,53.3496,-6.2782
67757330,2023-12-03T14:55:03,43,19,30,11,False,False,2023-12-03T14:54:34,OPEN,Portobello Road,PORTOBELLO ROAD,53.3301,-6.26804
67757417,2023-12-03T14:55:03,44,27,30,3,False,False,2023-12-03T14:45:38,OPEN,Upper Sherrard Street,UPPER SHERRARD STREET,53.3584,-6.26064
67757345,2023-12-03T14:55:03,45,1,30,29,False,False,2023-12-03T14:47:22,OPEN,Deverell Place,DEVERELL PLACE,53.3515,-6.25527
67757375,2023-12-03T14:55:03,47,32,40,8,False,False,2023-12-03T14:53:02,OPEN,Herbert Street,HERBERT STREET,53.3357,-6.24551
67757328,2023-12-03T14:55:03,48,39,40,1,False,False,2023-12-03T14:54:13,OPEN,Excise Walk,EXCISE WALK,53.3478,-6.24424
67757363,2023-12-03T14:55:03,49,39,40,1,False,False,2023-12-03T14:51:55,OPEN,Guild Street,GUILD STREET,53.3479,-6.24093
67757396,2023-12-03T14:55:03,50,40,40,0,False,False,2023-12-03T14:46:32,OPEN,George's Lane,GEORGES LANE,53.3502,-6.2797
67757387,2023-12-03T14:55:03,51,31,40,9,False,False,2023-12-03T14:52:19,OPEN,York Street West,YORK STREET WEST,53.3393,-6.2647
67757327,2023-12-03T14:55:03,52,4,32,28,False,False,2023-12-03T14:54:18,OPEN,York Street East,YORK STREET EAST,53.3388,-6.262
67757369,2023-12-03T14:55:03,53,38,40,2,False,False,2023-12-03T14:53:54,OPEN,Newman House,NEWMAN HOUSE,53.3371,-6.26059
67757320,2023-12-03T14:55:03,54,30,33,3,False,False,2023-12-03T14:46:48,OPEN,Clonmel Street,CLONMEL STREET,53.336,-6.26298
67757355,2023-12-03T14:55:03,55,35,36,1,False,False,2023-12-03T14:45:24,OPEN,Hatch Street,HATCH STREET,53.334,-6.26071
67757323,2023-12-03T14:55:03,56,22,40,18,False,False,2023-12-03T14:52:23,OPEN,Mount Street Lower,MOUNT STREET LOWER,53.338,-6.24153
67757419,2023-12-03T14:55:03,57,3,23,20,False,False,2023-12-03T14:53:02,OPEN,Grattan Street,GRATTAN STREET,53.3396,-6.24378
67757370,2023-12-03T14:55:03,58,19,40,21,False,False,2023-12-03T14:54:25,OPEN,Sir Patrick's Dun,SIR PATRICK DUN'S,53.3392,-6.24064
67757389,2023-12-03T14:55:03,59,20,20,0,False,False,2023-12-03T14:45:00,OPEN,Denmark Street Great,DENMARK STREET GREAT,53.3556,-6.2614
67757366,2023-12-03T14:55:03,60,25,30,5,False,False,2023-12-03T14:49:54,OPEN,North Circular Road,NORTH CIRCULAR ROAD,53.3596,-6.26035
67757359,2023-12-03T14:55:03,61,12,25,13,False,False,2023-12-03T14:51:48,OPEN,Hardwicke Place,HARDWICKE PLACE,53.357,-6.26323
67757356,2023-12-03T14:55:03,62,29,40,11,False,False,2023-12-03T14:53:08,OPEN,Lime Street,LIME STREET,53.346,-6.24358
67757348,2023-12-03T14:55:03,63,12,35,23,False,False,2023-12-03T14:53:55,OPEN,Fenian Street,FENIAN STREET,53.3414,-6.24672
